TowNum,Tow_Firm,Tow_Firm_Address,Tow_Firm_Phone,Vehicle_State,Vehicle_Plate,Vehicle_Year,Make,Model,Color,Tow_From_Address,Date,Time,geom
360737,FRIENDLY AUTO BODY & TOWING,"99 MEADOW ST.  HARTFORD, CT. 06114",860-296-8588,,,2005,INFINITI,G35,WHI,,02202019,0846,"(41.7411943658002, -72.694258117247)"
360750,MODERN GARAGE,"100A,AIRPORT RD,HARTFORD,CT,06114",860-296-9663,CT,AC40648,2013,HONDA,CRV,BLU,,02202019,1147,"(41.7706456391706, -72.6858957027348)"
360759,FRIENDLY AUTO BODY & TOWING,"99 MEADOW ST.  HARTFORD, CT. 06114",860-296-8588,,,1996,HONDA,ACCORD,GRN,,02202019,1500,"(41.7524633041823, -72.6858721227904)"
360744,"CORONA'S AUTO PARTS,INC.",608 WETHERSFIELD AV. HARTFORD CT. 06114,860-296-5382,,,1998,HONDA,ACCORD,BLK,,02202019,1053,"(41.7576760367991, -72.6794535495468)"
360767,"CENTRAL AUTO & TRANSPORT, LLC","195 MAXIM RD. HARTFORD, CT 06114",860-246-7616,CT,AB32794,2004,SATURN,VUE,BLK,,02202019,2344,"(41.7768587081124, -72.6822737148019)"
360768,"CORONA'S AUTO PARTS,INC.",608 WETHERSFIELD AV. HARTFORD CT. 06114,860-296-5382,,,2002,HONDA,ACCORD,BLK,,02202019,2355,"(41.7771031049666, -72.6847240424954)"
360769,,,860-296-5382,CT,AN75319,2005,NISSAN,ALTIMA,GRAY,,02212019,0007,"(41.7578499739953, -72.7038786003872)"
360770,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,DE,PC165633,2018,NISSAN,PATHFINDER,GRAY,,02212019,0546,
360773,,,860-296-2826,CT,AL81245,2004,KIA,OPTIMA,WHITE,,02212019,0630,"(41.7906747293462, -72.6814549436181)"
360771,,,860-296-2826,MA,33B220,2007,INFINITI,M35,BLACK,,02212019,0621,"(41.7793313523821, -72.6832161583759)"
360774,,,860-296-2826,CT,PF754V,0000,MERCEDES,C280,SILVER,,02212019,0640,"(41.7566995189428, -72.6669148496372)"
360776,FRIENDLY AUTO BODY & TOWING,"99 MEADOW ST.  HARTFORD, CT. 06114",860-296-8588,,,2002,HUYANDI,ELANTRA,BLUE,,02212019,0745,"(41.7705598752292, -72.6858443072344)"
360775,,,860-296-2826,CT,AR50054,2003,HONDA,ACCORD,GRAY,,02212019,0725,"(41.7767612330369, -72.6744565864487)"
360777,METRO AUTOBODY & TOWING INC,722 WETHERSFIELD AV  HARTFORD CT 06114,860-947-3062,CT,AP94188,2002,CHEVY,IMPALA,SILVER,,02212019,0833,"(41.7665924955155, -72.7161707457164)"
360778,MODERN GARAGE,"100A,AIRPORT RD,HARTFORD,CT,06114",860-296-9663,CT,0AMBJ5,2012,VOLKS,JETTA,RED,,02212019,0933,"(41.7596340370226, -72.7104071363998)"
360780,RENO'S AUTO BODY,"525 FRANKLIN AV. HARTFORD, CT 06114",860-296-1518,,,2003,PONTIAC,SUNFIRE,YELLOW,,02212019,1047,"(41.7589495794888, -72.6894515171352)"
360779,,,860-296-9663,CT,AS51574,2004,CHEVROLET,IMPALA,BROWN,,02212019,1013,"(41.7730084625995, -72.6928630467843)"
360781,,,860-296-1518,CT,AK82002,2002,HONDA,ACCORD,GRAY,,02212019,1051,"(41.8000722107589, -72.6897009435405)"
360784,"CENTRAL AUTO & TRANSPORT, LLC","195 MAXIM RD. HARTFORD, CT 06114",860-246-7616,CT,AG64354,2009,KIA,SPORTAGE,BLK,,02212019,1149,"(41.7833520322787, -72.6849889372731)"
360788,CAPITOL AUTOMOTIVE LLC,"971 CAPITOL AV. HARTFORD,CT 06106",860-236-2602,,,2008,AUDI,A6,BLK,,02212019,1158,"(41.7528139827624, -72.6832158612731)"
360787,,,860-296-2826,CT,46046,2002,HYUNDAI,SANTA,WHITE,,02212019,1156,"(41.7726646204316, -72.6905843938804)"
360786,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,CT,0APTH8,2014,TOYOTA,CAMERY,BLUE,,02212019,1152,"(41.7636850392018, -72.6887276548835)"
360782,CAPITOL TOWING,"181-211 WALNUT ST. HARTFORD, CT. 06120",860-293-2442,,,2007,MERCURY,MULLAN,BLK,,02212019,1118,"(41.7687206061872, -72.700278950485)"
360785,"CORONA'S AUTO PARTS,INC.",608 WETHERSFIELD AV. HARTFORD CT. 06114,860-296-5382,,,2001,NISSAN,MAX,GREY,,02212019,1149,"(41.7833520322787, -72.6849889372731)"
360790,FRIENDLY AUTO BODY & TOWING,"99 MEADOW ST.  HARTFORD, CT. 06114",860-296-8588,,,2002,ACURA,3.2,BLK,,02212019,1254,"(41.7606216619035, -72.6789744290336)"
360789,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,CT,AT00678,2006,INFINITY,G35,SILVER,,02212019,1217,
360792,MODERN GARAGE,"100A,AIRPORT RD,HARTFORD,CT,06114",860-296-9663,CT,6AENB2,2008,NISSAN,MAXIMA,GREY,,02212019,1323,"(41.7802054144204, -72.6904612216459)"
360791,METRO AUTOBODY & TOWING INC,722 WETHERSFIELD AV  HARTFORD CT 06114,860-947-3062,CT,AN61090,2017,NISSAN,MAXIMA,GRY,,02212019,1320,"(41.7925362695434, -72.6766527790115)"
360793,RENO'S AUTO BODY,"525 FRANKLIN AV. HARTFORD, CT 06114",860-296-1518,CT,772CKY,2005,FORD,F150,RED,,02212019,1335,
360796,,,860-296-1518,CT,AA87239,2012,TOYOTA,HIGHLANDER,SILVER,,02212019,1515,"(41.7561372014374, -72.6742665732751)"
360795,,,860-296-1518,CT,AM54348,2002,CADILLAC,NORTH STAR,RED,,02212019,1511,"(41.7726646204316, -72.6905843938804)"
360797,CAPITOL AUTOMOTIVE LLC,"971 CAPITOL AV. HARTFORD,CT 06106",860-236-2602,,,2003,VOLKSWAGON,JETTA,GRY,,02212019,1548,"(41.7572565909881, -72.677888016687)"
360798,,,860-236-2602,CT,AA26339,2006,FORD,ESCAPE,GREY,,02212019,1620,"(41.7454429723581, -72.6832511307044)"
360808,RENO'S AUTO BODY,"525 FRANKLIN AV. HARTFORD, CT 06114",860-296-1518,CT,AS66343,2018,TOYOTA,CAMRY,GRY,,02212019,2021,"(41.7822553961842, -72.6886214916884)"
360806,METRO AUTOBODY & TOWING INC,722 WETHERSFIELD AV  HARTFORD CT 06114,860-947-3062,,,1997,HONDA,ACCORD,GRY,,02212019,2006,"(41.7929531233659, -72.6741442316968)"
360805,FRIENDLY AUTO BODY & TOWING,"99 MEADOW ST.  HARTFORD, CT. 06114",860-296-8588,,,2002,NISSAN,ALTIMA,BLK,,02212019,1945,"(41.7549109537801, -72.6708024301098)"
360807,MODERN GARAGE,"100A,AIRPORT RD,HARTFORD,CT,06114",860-296-9663,CT,4ASHE9,2012,HONDA,ODYSSEY,GRY,,02212019,2015,"(41.8036798257588, -72.695628248835)"
360804,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,,,2002,ACURA,TL,WHI,,02212019,1940,"(41.779770258731, -72.6759531815237)"
360803,"CORONA'S AUTO PARTS,INC.",608 WETHERSFIELD AV. HARTFORD CT. 06114,860-296-5382,NY,HWX6407,2018,MAZDA,CX5,BLK,,02212019,1935,"(41.7793364511885, -72.6848878513967)"
360809,CAPITOL TOWING,"181-211 WALNUT ST. HARTFORD, CT. 06120",860-293-2442,,,2003,AUDI,A4,BLK,,02212019,2051,"(41.7783510566015, -72.6861730409746)"
360802,"CENTRAL AUTO & TRANSPORT, LLC","195 MAXIM RD. HARTFORD, CT 06114",860-246-7616,CT,AP560802,2015,FORD,EDGE,BLK,,02212019,1920,"(41.7622166501518, -72.6857019710358)"
360801,"CENTRAL AUTO & TRANSPORT, LLC","195 MAXIM RD. HARTFORD, CT 06114",860-246-7616,CT,58442A,2013,FREIGHTLIN,CASC,,,02212019,1901,"(41.7731387048693, -72.6822975604355)"
360812,,,860-293-2442,CT,AG20578,2008,NISSON,ALTIMA,GRAY,,02212019,2103,"(41.7690369579141, -72.6727886402643)"
360815,"CENTRAL AUTO & TRANSPORT, LLC","195 MAXIM RD. HARTFORD, CT 06114",860-246-7616,CT,AR38391,2004,HONDA,ACCORD,WHI,,02212019,2227,"(41.8036798257588, -72.695628248835)"
360814,,,860-236-2602,CT,00KDDL,1998,NISSAN,ALTIMA,PURPLE,,02212019,2131,"(41.7736941626992, -72.694596279609)"
360813,CAPITOL AUTOMOTIVE LLC,"971 CAPITOL AV. HARTFORD,CT 06106",860-236-2602,CT,AA06430,2008,AUDI,Q7,GRY,,02212019,2130,"(41.7590390172906, -72.6791587779915)"
360818,,,860-246-7616,CT,AS30624,2019,NISSAN,ROUGE,BLUE,,02212019,2336,"(41.7649242809701, -72.7081293479288)"
360817,,,860-246-7616,CT,AK56243,2013,HONDA,CR-V,BLUE,,02212019,2331,"(41.7670897972513, -72.6795927112564)"
360819,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,,,2014,CHEVY,CRUZE,BLK,,02222019,0027,"(41.7370959281687, -72.6753282568501)"
360820,,,860-296-2826,CT,AF37092,1999,HONDA,ACCORD,WHITE,,02222019,0639,"(41.7789735601651, -72.6880157123817)"
360825,,,860-296-2826,CT,318SFK,2004,NISSAN,MAXIMA,BLACK,,02222019,0714,"(41.7619478660412, -72.686665141883)"
360821,,,860-296-2826,CT,AS17090,2008,INFINITI,M45,WHITE,,02222019,0702,"(41.7762764967736, -72.6745069695309)"
360828,,,860-296-2826,PA,JYF8986,2015,HYUNDAI,GENESIS,SILVER,,02222019,1124,"(41.7639956692386, -72.688500462431)"
360827,,,860-296-2826,CT,AM78860,2005,ACURA,RL,GRAY,,02222019,1118,"(41.7651655044627, -72.7000049720484)"
360829,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,,,2006,JEEP,CHEROKEE,WHITE,,02222019,1242,"(41.7863911564578, -72.6825002574252)"
360831,,,860-947-3062,CT,826RKU,1999,CHEVROLET,LUMINA/LS,BLUE,,02222019,1259,"(41.7659474192919, -72.6973589837172)"
360830,METRO AUTOBODY & TOWING INC,722 WETHERSFIELD AV  HARTFORD CT 06114,860-947-3062,CT,AM79015,2007,INFINITY,G35,BLK,,02222019,1248,"(41.7624525517193, -72.6852202798234)"
360833,,,860-296-9663,CT,AG32871,2005,NISSAN,ALTIMA,GRAY,,02222019,1451,"(41.7854238514011, -72.6728355082234)"
360816,,,860-246-7616,CT,AF34918,2016,MAZDA,6 TOURING,BLUE,,02212019,2316,"(41.7670897972513, -72.6795927112564)"
360832,MODERN GARAGE,"100A,AIRPORT RD,HARTFORD,CT,06114",860-296-9663,,,2001,CHEVY,CORVETTE,YELLOW,,02222019,1416,"(41.788670793349, -72.6839040778314)"
360834,,,860-296-9663,CT,AG64138,2001,HONDA,ACCORD,SILVER,,02222019,1629,"(41.7569580740855, -72.6922699370606)"
360835,,,860-296-9663,,,2015,HONDA,CIVIC,BLUE,,02222019,1632,"(41.7662332573836, -72.6748175413191)"
360840,"CORONA'S AUTO PARTS,INC.",608 WETHERSFIELD AV. HARTFORD CT. 06114,860-296-5382,CT,AM73289,2001,CHEVY,MALIBU,BLUE,,02222019,1951,"(41.7866826277308, -72.6850077843341)"
360843,,,860-296-2826,CT,420NHB,1999,ACURA,TL,BLUE,,02222019,2056,"(41.7690369579141, -72.6727886402643)"
360839,"CENTRAL AUTO & TRANSPORT, LLC","195 MAXIM RD. HARTFORD, CT 06114",860-246-7616,CT,AR50001,2005,MERCEDES,E320,BLUE,,02222019,1942,"(41.7984930553277, -72.6757560935902)"
360836,RENO'S AUTO BODY,"525 FRANKLIN AV. HARTFORD, CT 06114",860-296-1518,,,2005,HONDA,CIVIC,SILVER,,02222019,1912,"(41.7768587081124, -72.6822737148019)"
360842,,,860-296-2826,MA,334FF9,2006,INFINITI,M35X,BLACK,,02222019,2052,"(41.7690369579141, -72.6727886402643)"
360837,CAPITOL TOWING,"181-211 WALNUT ST. HARTFORD, CT. 06120",860-293-2442,,,2005,HYUNDAI,SANTA FE,GRAY,,02222019,1917,"(41.7926077766493, -72.6783579582974)"
360838,CAPITOL AUTOMOTIVE LLC,"971 CAPITOL AV. HARTFORD,CT 06106",860-236-2602,CT,AE98032,1999,JEEP,CHEROKEE,TAN,,02222019,1938,"(41.7603878233177, -72.6773852184143)"
360844,,,860-296-2826,CT,AS94284,2015,HONDA,CIVIC,BLACK,,02222019,2058,"(41.7690369579141, -72.6727886402643)"
360841,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,CT,AK58783,2000,MRECEDES,M1320,RED,,02222019,2053,"(41.7925103585891, -72.6866931917075)"
360845,FRIENDLY AUTO BODY & TOWING,"99 MEADOW ST.  HARTFORD, CT. 06114",860-296-8588,,,1998,ACURA,3.0CL,GREEN,,02222019,2121,"(41.7836943974453, -72.6834330851247)"
360846,METRO AUTOBODY & TOWING INC,722 WETHERSFIELD AV  HARTFORD CT 06114,860-947-3062,CT,AG72680,2013,NISSAN,ALTIMA,BLACK,,02222019,2151,"(41.7607416415815, -72.7065511981819)"
360847,MODERN GARAGE,"100A,AIRPORT RD,HARTFORD,CT,06114",860-296-9663,,,2004,HONDA,ACCORD,GREEN,,02222019,2226,"(41.7782257922914, -72.6866220210144)"
360848,RENO'S AUTO BODY,"525 FRANKLIN AV. HARTFORD, CT 06114",860-296-1518,CT,AR51074,2000,OLDSMOBILE,INTRIGUE,GREY,,02222019,2255,"(41.7825868326468, -72.6885658200944)"
360849,CAPITOL TOWING,"181-211 WALNUT ST. HARTFORD, CT. 06120",860-293-2442,CT,409XZZ,2007,LEXUS,GS 350,GRAY,,02222019,2304,"(41.7781937375022, -72.6864270212369)"
360050,RENO'S AUTO BODY,"525 FRANKLIN AV. HARTFORD, CT 06114",860-296-1518,,,2004,FORD,F350,WHITE,,02122019,0038,"(41.7840380001474, -72.6904853725783)"
360852,,,860-236-2602,CT,AN63093,2006,ACURA,TSX,BLUE,,02222019,2359,"(41.7670897972513, -72.6795927112564)"
360850,CAPITOL AUTOMOTIVE LLC,"971 CAPITOL AV. HARTFORD,CT 06106",860-236-2602,CT,237ZHK,2010,TOYOTA,CAMERY,SILVER,,02222019,2315,"(41.7831997178355, -72.6879563045184)"
360853,,,860-236-2602,CT,948ZWZ,2013,FORD,FUSION,RED,,02232019,0001,"(41.7690369579141, -72.6727886402643)"
360851,,,860-236-2602,CT,9AASU5,2012,MERCEDES,C300,BLACK,,02222019,2342,"(41.7670897972513, -72.6795927112564)"
360854,,,860-236-2602,CT,571BGM,2016,CHEVROLET,EQINOX,GRAY,,02232019,0026,
360856,,,860-236-2602,CT,AJ08658,2010,HONDA,ACCORD,BLACK,,02232019,0123,"(41.7677626894781, -72.6953850160324)"
360855,,,860-236-2602,CT,AG74273,2008,HONDA,ACCORD,SILVER,,02232019,0121,"(41.7670897972513, -72.6795927112564)"
360860,,,860-296-5382,CT,1901CH,2000,CHEVROLET,SILVERADO,TAN,,02232019,0146,"(41.7636822829706, -72.7002219469761)"
360859,"CORONA'S AUTO PARTS,INC.",608 WETHERSFIELD AV. HARTFORD CT. 06114,860-296-5382,CT,AS97453,2006,INFINITY,FX35,BLACK,,02232019,0145,"(41.7451631629037, -72.6871923263623)"
360857,,,860-236-2602,CT,AG31987,2017,SUBARU,WRX,BLUE,,02232019,0129,"(41.7670897972513, -72.6795927112564)"
360858,"CENTRAL AUTO & TRANSPORT, LLC","195 MAXIM RD. HARTFORD, CT 06114",860-246-7616,CT,AL02133,1993,TOYOTA,CAMRY,TAN,,02232019,0141,"(41.7451631629037, -72.6871923263623)"
360861,,,860-296-5382,NY,HZL4099,2018,VOLKSWAGON,PASSAT,BLACK,,02232019,0754,"(41.7720451778763, -72.6947249921929)"
360863,,,860-296-2826,CT,C037886,2003,TOYOTA,CAMRY,BLACK,,02232019,0914,"(41.7536387712661, -72.683668735039)"
360862,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,CT,7ALMM6,2014,VOLKSWAGEN,JETTA,BLACK,,02232019,0851,"(41.7637139309406, -72.6885173322946)"
360864,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,CT,AN08854,2003,SUBARU,LEGACY,TAN,,02232019,0941,"(41.7320999274463, -72.7120884196386)"
360866,METRO AUTOBODY & TOWING INC,722 WETHERSFIELD AV  HARTFORD CT 06114,860-947-3062,CT,AA23695,2011,HYUNDAI,SONATA,TAN,,02232019,1107,"(41.7624716142977, -72.7156754902541)"
360865,FRIENDLY AUTO BODY & TOWING,"99 MEADOW ST.  HARTFORD, CT. 06114",860-296-8588,,,2011,BMW,535,BLUE,,02232019,1059,"(41.7370828579466, -72.7023776829333)"
360867,MODERN GARAGE,"100A,AIRPORT RD,HARTFORD,CT,06114",860-296-9663,MA,4FEA10,2010,LEXUS,RX350,BLACK,,02232019,1107,"(41.7624716142977, -72.7156754902541)"
360868,RENO'S AUTO BODY,"525 FRANKLIN AV. HARTFORD, CT 06114",860-296-1518,CT,AJ54861,2006,HONDA,ACCORD,SILVER,,02232019,1123,"(41.7390452110187, -72.6872365272931)"
360869,CAPITOL TOWING,"181-211 WALNUT ST. HARTFORD, CT. 06120",860-293-2442,CT,AP05720,2013,TOYOTA,SCION,GRAY,,02232019,1505,"(41.7803475997012, -72.7135496969757)"
360870,CAPITOL AUTOMOTIVE LLC,"971 CAPITOL AV. HARTFORD,CT 06106",860-236-2602,CT,AJ16090,2017,TOYOTA,CAMRY,BLACK,,02232019,1505,"(41.7803475997012, -72.7135496969757)"
360877,,,860-296-2826,CT,AS93696,2002,HONDA,CIVIC,TAN,,02232019,1702,"(41.7972796289875, -72.6755123219686)"
360875,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,CT,AM77790,2008,HONDA,ACCORD,BLACK,,02232019,1655,"(41.7550180006013, -72.6760202413917)"
360873,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,CT,AM86925,2018,HYUNDAI,ELANTRA,BLK,,02232019,1634,"(41.755245039096, -72.707191932867)"
360874,FRIENDLY AUTO BODY & TOWING,"99 MEADOW ST.  HARTFORD, CT. 06114",860-296-8588,CT,AM21202,2017,KIA,SORENTO,SILVER,,02232019,1651,"(41.7464430636302, -72.6733167166524)"
360876,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,CT,5ATRU7,2005,HONDA,ELEMENT,BLACK,,02232019,1659,"(41.7467660339097, -72.6785525571229)"
360879,MODERN GARAGE,"100A,AIRPORT RD,HARTFORD,CT,06114",860-296-9663,CT,AH14495,2013,ACURA,TL,GRY,,02232019,1910,"(41.7539766171375, -72.6958913436385)"
360878,METRO AUTOBODY & TOWING INC,722 WETHERSFIELD AV  HARTFORD CT 06114,860-947-3062,CT,AT03925,2003,HONDA,ACCORD,GRY,,02232019,1823,"(41.7551966631229, -72.692776521552)"
360883,CAPITOL TOWING,"181-211 WALNUT ST. HARTFORD, CT. 06120",860-293-2442,CT,00CBLF,1991,LEXUS,LS400,BLUE,,02232019,2059,"(41.777427461819, -72.6949307324615)"
360882,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,CT,AR01241,2001,HONDA,ACCORD,SILVER,,02232019,2058,"(41.7550180006013, -72.6760202413917)"
360880,RENO'S AUTO BODY,"525 FRANKLIN AV. HARTFORD, CT 06114",860-296-1518,,,1999,ACURA,TL,WHITE,,02232019,2032,"(41.7778896840482, -72.6855875450252)"
360871,"CENTRAL AUTO & TRANSPORT, LLC","195 MAXIM RD. HARTFORD, CT 06114",860-246-7616,CT,AL58765,2008,AUDI,A6,GRY,,02232019,1535,"(41.7987099282756, -72.6913799496396)"
360872,"CORONA'S AUTO PARTS,INC.",608 WETHERSFIELD AV. HARTFORD CT. 06114,860-296-5382,CT,2AMEK8,2005,HONDA,PILOT,GRY,,02232019,1607,"(41.8006137013404, -72.7174254161015)"
360881,,,860-296-1518,NB,221265,2013,WABASH,TRAILER,BLUE,,02232019,2055,"(41.7400662119647, -72.7141975059878)"
360078,"CORONA'S AUTO PARTS,INC.",608 WETHERSFIELD AV. HARTFORD CT. 06114,860-296-5382,CT,AB2322,2010,TOYOTA,SCION TC,WHITE,,02122019,1324,"(41.7388866344971, -72.674063769775)"
360885,,,860-293-2442,NB,W20924,0000,FREIGHTLIN,CASCADE,WHITE,,02232019,2142,"(41.7400662119647, -72.7141975059878)"
360039,,,860-236-2602,CT,AR95003,2013,BMW,328XI,WHITE,,02112019,1204,"(41.7641167722619, -72.6989376977479)"
360112,METRO AUTOBODY & TOWING INC,722 WETHERSFIELD AV  HARTFORD CT 06114,860-947-3062,CT,472ZDA,2000,TOYOTA,COROLLA,BLK,,02122019,1333,"(41.7571202276497, -72.6720779692218)"
360367,"CORONA'S AUTO PARTS,INC.",608 WETHERSFIELD AV. HARTFORD CT. 06114,860-296-5382,,,2002,HYINDAI,ELANTRA,BLUE,,02122019,1938,"(41.7964985471642, -72.6786858613898)"
360887,"CENTRAL AUTO & TRANSPORT, LLC","195 MAXIM RD. HARTFORD, CT 06114",860-246-7616,CT,AP40918,2007,ACURA,TL,GRY,,02232019,2326,"(41.7857067246299, -72.6524240527682)"
360886,CAPITOL AUTOMOTIVE LLC,"971 CAPITOL AV. HARTFORD,CT 06106",860-236-2602,CT,991YMM,2002,NISSAN,MAXIMA,GRY,,02232019,2235,"(41.7908407228151, -72.6794531666513)"
360891,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,RI,XZ449,2004,ACURA,TL,BLK,,02242019,0054,"(41.7839562911661, -72.6849496292988)"
360893,METRO AUTOBODY & TOWING INC,722 WETHERSFIELD AV  HARTFORD CT 06114,860-947-3062,CT,AS16446,2005,SUBARU,LEGACY,WHI,,02242019,0223,"(41.7803178006033, -72.6847533118315)"
360895,RENO'S AUTO BODY,"525 FRANKLIN AV. HARTFORD, CT 06114",860-296-1518,CT,AG75418,2015,TOYOTA,SIENNA,SIL,,02242019,0223,"(41.7803178006033, -72.6847533118315)"
360894,MODERN GARAGE,"100A,AIRPORT RD,HARTFORD,CT,06114",860-296-9663,CT,AN09018,1995,TOYOTA,COROLLA,WHI,,02242019,0223,"(41.7803178006033, -72.6847533118315)"
360896,CAPITOL TOWING,"181-211 WALNUT ST. HARTFORD, CT. 06120",860-293-2442,CT,AR50511,2017,HYUNDAI,SONATA,SIL,,02242019,0235,"(41.7672994544513, -72.7111053124868)"
360898,"CENTRAL AUTO & TRANSPORT, LLC","195 MAXIM RD. HARTFORD, CT 06114",860-246-7616,CT,680XUZ,2007,TOYOTA,CAMRY,TAN,,02242019,0241,"(41.7560475884984, -72.686388712624)"
360899,"CORONA'S AUTO PARTS,INC.",608 WETHERSFIELD AV. HARTFORD CT. 06114,860-296-5382,CT,AG61551,2008,HONDA,ACCORD,GRY,,02242019,0256,"(41.758359391526, -72.6996891650561)"
360897,CAPITOL AUTOMOTIVE LLC,"971 CAPITOL AV. HARTFORD,CT 06106",860-236-2602,CT,449UFA,2013,HONDA,CIVIC,GRY,,02242019,0236,"(41.7672994544513, -72.7111053124868)"
360900,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,CT,AP33883,2009,BMW,535,GRY,,02242019,0258,"(41.758359391526, -72.6996891650561)"
360901,CT AUTO & TOWING LLC,"42,JANSEN COURT,WEST HARTFORD,CT,99999",860-216-5474,CT,3ADNA2,2015,AUDI,A4,BLACK,,02242019,0420,"(41.7670897972513, -72.6795927112564)"
360902,,,860-216-5474,UT,F146KF,2014,NISSAN,VERSA,SILVER,,02242019,0456,"(41.7789754754727, -72.6839970163395)"
360903,FRIENDLY AUTO BODY & TOWING,"99 MEADOW ST.  HARTFORD, CT. 06114",860-296-8588,CT,AF30326,2000,MITSUBISHI,GALANT,GRAY,,02242019,0919,"(41.7361997825926, -72.6711572300337)"
360904,,,860-296-8588,NA,NA,2010,NISSAN,ALTIMA,BLUE,,02242019,1044,"(41.7482907390248, -72.7140601698321)"
360905,,,860-296-8588,NY,HLS5770,2006,NISSAN,ALTIMA,BLACK,,02242019,1053,"(41.7528139827624, -72.6832158612731)"
360907,,,860-296-8588,CT,AG64085,2001,HONDA,ACCORD,SILVER,,02242019,1103,"(41.7307541070946, -72.669299825846)"
360889,,,860-296-5382,CT,AR61300,2007,MAZDA,MAZDA31,RED,,02232019,2353,"(41.7677221538448, -72.6807265831898)"
360888,"CORONA'S AUTO PARTS,INC.",608 WETHERSFIELD AV. HARTFORD CT. 06114,860-296-5382,CT,AN78046,2008,CHRYSLER,TOWN&COUNT,BLU,,02232019,2335,"(41.7482666624431, -72.6772662105577)"
360890,,,860-296-5382,CT,AK62060,2002,JEEP,GR CHEROKE,GRAY,,02232019,2359,"(41.7819903918813, -72.6842267318153)"
360906,,,860-296-8588,CT,AL66835,2001,HONDA,ACCORD,TAN,,02242019,1101,"(41.7307541070946, -72.669299825846)"
360913,,,860-296-9663,CT,AR96908,2008,INFINITI,M35X,GRAY,,02242019,1417,"(41.7914540270161, -72.6691908579148)"
360922,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,CT,AP05791,2014,NISSAN,370Z,GRAY,,02242019,2012,
360921,"CORONA'S AUTO PARTS,INC.",608 WETHERSFIELD AV. HARTFORD CT. 06114,860-296-5382,CT,AG48051,2004,PONTIAC,GRAND PRIX,WHITE,,02242019,2005,"(41.7561615335303, -72.6870845429276)"
360929,,,860-296-1518,CT,AN78997,2001,HONDA,ACCORD,GOLD,,02242019,2338,"(41.7700025470151, -72.6947931533328)"
360930,,,860-296-1518,CT,C020209,2017,DODGE,RAM 1500,BLUE,,02252019,0032,"(41.7498545930194, -72.6972116216095)"
360931,,,860-296-1518,NJ,V66KFD,2019,FORD,EXPLORER,BLACK,,02252019,0110,"(41.7550180006013, -72.6760202413917)"
360944,,,860-947-3062,,,2004,HYUNDAI,SONATA,GREY,,02252019,0749,"(41.7571669470599, -72.6803450015674)"
360910,METRO AUTOBODY & TOWING INC,722 WETHERSFIELD AV  HARTFORD CT 06114,860-947-3062,CT,5AAET7,2006,,INFINITI,GRAY,,02242019,1153,"(41.7685454687014, -72.6751690617351)"
360909,,,860-296-8588,CT,AT25616,2003,HYUNDAI,ELANTRA,BLACK,,02242019,1147,"(41.7718779326536, -72.6916533305535)"
360912,MODERN GARAGE,"100A,AIRPORT RD,HARTFORD,CT,06114",860-296-9663,CT,AR18068,2015,NISSAN,ROGUE,GREEN,,02242019,1331,"(41.7662285047923, -72.7110531070348)"
360911,,,860-947-3062,CT,AM45736,2003,INFINITY,Q35,SILVER,,02242019,1251,"(41.7636822829706, -72.7002219469761)"
360914,RENO'S AUTO BODY,"525 FRANKLIN AV. HARTFORD, CT 06114",860-296-1518,CT,AL74961,2006,TOYOTA,COROLLA,SILVER,,02242019,1506,"(41.7810226484186, -72.6924311313027)"
360915,CAPITOL TOWING,"181-211 WALNUT ST. HARTFORD, CT. 06120",860-293-2442,CT,AS40610,2018,MITSUBISHI,OUTLANDER,GRAY,,02242019,1506,"(41.7810226484186, -72.6924311313027)"
360916,,,860-293-2442,OR,ZRJ833,2008,CHRY,TOWN&COUNT,BLACK,,02242019,1450,"(41.7914540270161, -72.6691908579148)"
